price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_renovated,lat,long,sqft_living15
461000.0,3.0,3.0,2770.0,2.0,0.0,0.0,3.0,9.0,1980.0,790.0,0.0,47.5228,-122.199,1900.0
215000.0,2.0,2.0,1610.0,2.0,0.0,0.0,4.0,7.0,1610.0,0.0,0.0,47.518,-122.194,1950.0
335000.0,2.0,2.0,1030.0,2.0,0.0,0.0,3.0,7.0,765.0,265.0,0.0,47.5394,-122.387,1030.0
243500.0,4.0,2.0,1980.0,2.0,0.0,0.0,3.0,7.0,1980.0,0.0,0.0,47.2897,-122.37200000000001,1980.0
430000.0,3.0,2.0,1580.0,1.0,0.0,0.0,3.0,8.0,1290.0,290.0,0.0,47.687,-122.38600000000001,1570.0
700000.0,3.0,2.0,1580.0,1.0,0.0,0.0,3.0,8.0,1290.0,290.0,0.0,47.687,-122.38600000000001,1570.0
905000.0,4.0,2.0,3300.0,1.0,0.0,0.0,3.0,7.0,2390.0,910.0,1991.0,47.5873,-122.249,1950.0
199000.0,4.0,2.0,1160.0,1.0,0.0,0.0,4.0,7.0,1160.0,0.0,0.0,47.3036,-122.37799999999999,1160.0
850830.0,3.0,2.0,2070.0,2.0,0.0,0.0,5.0,9.0,1270.0,800.0,0.0,47.6415,-122.315,2200.0
555000.0,3.0,2.0,1980.0,2.0,0.0,0.0,4.0,7.0,1440.0,540.0,0.0,47.6775,-122.37200000000001,1610.0
375000.0,3.0,2.0,2340.0,1.0,0.0,0.0,4.0,8.0,1460.0,880.0,0.0,47.4431,-122.133,2250.0
460000.0,3.0,1.0,1670.0,2.0,0.0,0.0,4.0,7.0,1170.0,500.0,0.0,47.6878,-122.38,1240.0
188500.0,2.0,2.0,1240.0,1.0,0.0,0.0,4.0,8.0,1240.0,0.0,0.0,47.3813,-122.322,1270.0
470000.0,5.0,2.0,2030.0,2.0,0.0,0.0,4.0,7.0,2030.0,0.0,0.0,47.6417,-122.109,2500.0
597750.0,4.0,2.0,2310.0,2.0,0.0,0.0,3.0,8.0,2310.0,0.0,0.0,47.5386,-122.053,1940.0
570000.0,3.0,2.0,1260.0,1.0,0.0,0.0,5.0,6.0,700.0,560.0,0.0,47.6823,-122.34899999999999,1380.0
740500.0,3.0,4.0,4380.0,2.0,0.0,0.0,3.0,8.0,2780.0,0.0,0.0,47.6981,-122.368,1830.0
518500.0,3.0,4.0,1590.0,3.0,0.0,0.0,3.0,8.0,1590.0,0.0,0.0,47.6824,-122.34700000000001,1620.0
205425.0,2.0,1.0,880.0,1.0,0.0,0.0,4.0,6.0,880.0,0.0,0.0,47.5009,-122.24799999999999,1190.0
171800.0,4.0,2.0,1570.0,1.0,0.0,0.0,3.0,6.0,1570.0,0.0,0.0,47.4965,-122.303,1880.0
535000.0,4.0,1.0,1610.0,2.0,0.0,0.0,4.0,7.0,1610.0,0.0,0.0,47.586999999999996,-122.294,1610.0
391500.0,3.0,2.0,1450.0,1.0,0.0,0.0,3.0,7.0,1450.0,0.0,0.0,47.7288,-122.226,1580.0
395000.0,2.0,1.0,770.0,1.0,0.0,0.0,3.0,6.0,770.0,0.0,0.0,47.6999,-122.36399999999999,1710.0
445000.0,4.0,2.0,2100.0,2.0,0.0,0.0,5.0,7.0,1720.0,380.0,0.0,47.5299,-122.266,1850.0
445000.0,3.0,2.0,2100.0,1.0,0.0,2.0,3.0,8.0,1620.0,480.0,0.0,47.5091,-122.244,2660.0
260000.0,4.0,2.0,2160.0,1.0,0.0,0.0,3.0,8.0,1360.0,800.0,0.0,47.3129,-122.39,2090.0
822500.0,5.0,4.0,2320.0,2.0,0.0,0.0,5.0,7.0,1720.0,600.0,0.0,47.6763,-122.352,1700.0
430000.0,4.0,2.0,2070.0,2.0,0.0,0.0,3.0,7.0,2070.0,0.0,0.0,47.5319,-121.85,1970.0
212000.0,3.0,2.0,1060.0,1.0,0.0,0.0,4.0,7.0,1060.0,0.0,0.0,47.2761,-122.152,1420.0
660500.0,4.0,2.0,2010.0,1.0,0.0,0.0,3.0,8.0,1440.0,570.0,0.0,47.5343,-122.054,2060.0
453246.0,3.0,2.0,2010.0,2.0,0.0,0.0,3.0,8.0,1390.0,620.0,0.0,47.5517,-121.99799999999999,1690.0
675000.0,4.0,4.0,2140.0,3.0,0.0,0.0,3.0,9.0,2140.0,0.0,0.0,47.6734,-122.38,1540.0
382500.0,2.0,1.0,1190.0,1.0,0.0,0.0,3.0,6.0,1190.0,0.0,0.0,47.7135,-122.287,1060.0
519950.0,3.0,2.0,1170.0,3.0,0.0,0.0,3.0,8.0,1170.0,0.0,0.0,47.6722,-122.381,1350.0
665000.0,2.0,1.0,1110.0,1.0,0.0,0.0,3.0,7.0,1110.0,0.0,0.0,47.6338,-122.35799999999999,1170.0
205000.0,3.0,1.0,1610.0,1.0,0.0,0.0,4.0,7.0,1010.0,600.0,0.0,47.4563,-122.171,1610.0
420000.0,3.0,1.0,1060.0,1.0,0.0,0.0,4.0,7.0,940.0,120.0,0.0,47.7144,-122.351,1560.0
500000.0,4.0,2.0,2030.0,1.0,0.0,0.0,4.0,8.0,1380.0,650.0,0.0,47.5495,-122.17399999999999,2230.0
890000.0,4.0,1.0,2550.0,2.0,0.0,0.0,3.0,8.0,2370.0,180.0,0.0,47.6354,-122.353,2200.0
511000.0,3.0,1.0,1430.0,1.0,0.0,0.0,3.0,7.0,980.0,450.0,0.0,47.6873,-122.336,1450.0
532170.0,3.0,2.0,1360.0,2.0,0.0,0.0,3.0,8.0,1360.0,0.0,0.0,47.6838,-122.353,1500.0
560000.0,3.0,1.0,1110.0,2.0,0.0,0.0,3.0,7.0,1110.0,0.0,0.0,47.655,-122.359,1420.0
282950.0,3.0,1.0,1250.0,1.0,0.0,0.0,4.0,7.0,1250.0,0.0,0.0,47.3255,-122.304,1680.0
350000.0,1.0,1.0,700.0,1.0,0.0,0.0,3.0,7.0,700.0,0.0,0.0,47.678999999999995,-122.3,1010.0
215000.0,3.0,1.0,1180.0,1.0,0.0,0.0,4.0,7.0,1180.0,0.0,0.0,47.4479,-122.176,1190.0
247000.0,3.0,2.0,1270.0,2.0,0.0,0.0,3.0,7.0,1270.0,0.0,2013.0,47.2086,-121.99600000000001,1160.0
438000.0,3.0,2.0,1780.0,1.0,0.0,0.0,3.0,7.0,1780.0,0.0,0.0,47.7171,-122.193,1200.0
441000.0,3.0,3.0,1910.0,1.0,0.0,0.0,3.0,7.0,1160.0,750.0,0.0,47.7319,-122.22399999999999,1710.0
370000.0,3.0,2.0,1580.0,1.0,0.0,0.0,3.0,7.0,1180.0,400.0,0.0,47.7209,-122.16799999999999,1640.0
269950.0,2.0,2.0,1340.0,1.0,0.0,0.0,5.0,5.0,700.0,640.0,0.0,47.408,-122.32700000000001,1830.0
807100.0,4.0,2.0,2680.0,2.0,0.0,0.0,3.0,9.0,2680.0,0.0,0.0,47.565,-122.125,2920.0
371500.0,3.0,2.0,1370.0,1.0,0.0,0.0,5.0,7.0,1370.0,0.0,0.0,47.7458,-122.331,1770.0
272000.0,3.0,2.0,2160.0,1.0,0.0,0.0,4.0,7.0,1670.0,490.0,0.0,47.3026,-122.374,1930.0
313000.0,3.0,2.0,1340.0,2.0,0.0,0.0,3.0,7.0,1340.0,0.0,0.0,47.7658,-122.339,1480.0
673000.0,4.0,2.0,2590.0,2.0,0.0,0.0,4.0,8.0,2590.0,0.0,0.0,47.5619,-122.125,2260.0
425000.0,3.0,2.0,1120.0,2.0,0.0,0.0,3.0,8.0,820.0,300.0,0.0,47.6106,-122.31,1590.0
399950.0,5.0,3.0,1970.0,1.0,0.0,0.0,3.0,7.0,1320.0,650.0,0.0,47.5868,-122.30799999999999,1280.0
385000.0,3.0,1.0,1220.0,1.0,0.0,0.0,3.0,6.0,1220.0,0.0,0.0,47.6101,-122.307,1200.0
269950.0,3.0,2.0,1950.0,1.0,0.0,2.0,4.0,7.0,1320.0,630.0,0.0,47.1976,-121.999,1950.0
330000.0,2.0,1.0,1350.0,1.0,0.0,0.0,3.0,7.0,1060.0,290.0,0.0,47.7224,-122.35799999999999,1540.0
260000.0,3.0,2.0,1670.0,2.0,0.0,0.0,3.0,7.0,1670.0,0.0,0.0,47.3505,-122.179,1670.0
470000.0,4.0,3.0,2380.0,2.0,0.0,0.0,4.0,7.0,1680.0,700.0,0.0,47.5384,-122.376,1410.0
589000.0,4.0,3.0,2440.0,2.0,0.0,0.0,5.0,7.0,2440.0,0.0,0.0,47.7044,-122.2,2290.0
163500.0,2.0,2.0,1050.0,2.0,0.0,0.0,3.0,7.0,1050.0,0.0,0.0,47.3848,-122.039,1050.0
835000.0,4.0,3.0,3130.0,2.0,0.0,0.0,3.0,9.0,2140.0,990.0,0.0,47.6993,-122.102,2260.0
269000.0,4.0,2.0,1490.0,1.0,0.0,0.0,4.0,8.0,1100.0,390.0,0.0,47.3099,-122.37899999999999,2190.0
560000.0,3.0,2.0,1900.0,2.0,0.0,0.0,3.0,8.0,1900.0,0.0,0.0,47.62,-122.04299999999999,2030.0
615000.0,4.0,1.0,1330.0,2.0,0.0,0.0,4.0,6.0,1330.0,0.0,0.0,47.65,-122.34,1330.0
585188.0,3.0,2.0,2230.0,1.0,0.0,0.0,3.0,8.0,1430.0,800.0,0.0,47.6647,-122.15299999999999,2230.0
305000.0,3.0,2.0,1650.0,1.0,0.0,0.0,3.0,7.0,1220.0,430.0,0.0,47.726000000000006,-122.191,1540.0
166950.0,3.0,1.0,1190.0,1.0,0.0,0.0,3.0,6.0,1190.0,0.0,0.0,47.4616,-122.184,1230.0
400000.0,3.0,2.0,2180.0,1.0,0.0,0.0,4.0,7.0,1420.0,760.0,0.0,47.7606,-122.336,1900.0
256883.0,3.0,2.0,1690.0,2.0,0.0,0.0,3.0,8.0,1690.0,0.0,0.0,47.2779,-122.34700000000001,2550.0
423000.0,4.0,2.0,1970.0,2.0,0.0,0.0,5.0,7.0,1130.0,840.0,0.0,47.5511,-122.31200000000001,1500.0
465000.0,3.0,2.0,2150.0,2.0,0.0,0.0,3.0,8.0,2150.0,0.0,0.0,47.5488,-122.37200000000001,1750.0
210000.0,3.0,1.0,860.0,1.0,0.0,0.0,4.0,6.0,860.0,0.0,0.0,47.5093,-122.184,1300.0
470000.0,3.0,1.0,1010.0,1.0,0.0,0.0,3.0,7.0,1010.0,0.0,0.0,47.675,-122.39399999999999,1680.0
226500.0,3.0,2.0,1300.0,1.0,0.0,0.0,4.0,7.0,900.0,400.0,0.0,47.3025,-122.37,1430.0
274250.0,3.0,1.0,910.0,1.0,0.0,0.0,4.0,6.0,910.0,0.0,0.0,47.4787,-122.15799999999999,1400.0
677900.0,3.0,2.0,2440.0,2.0,0.0,0.0,3.0,8.0,2440.0,0.0,0.0,47.7073,-122.11399999999999,2750.0
425000.0,3.0,1.0,1010.0,1.0,0.0,0.0,3.0,7.0,1010.0,0.0,0.0,47.5733,-122.381,1290.0
464000.0,6.0,3.0,2300.0,2.0,0.0,0.0,3.0,7.0,1600.0,700.0,1994.0,47.7067,-122.34299999999999,1560.0
320000.0,4.0,2.0,1550.0,2.0,0.0,0.0,3.0,8.0,1550.0,0.0,0.0,47.354,-122.04700000000001,1630.0
625504.0,3.0,2.0,1270.0,2.0,0.0,0.0,3.0,8.0,1060.0,210.0,0.0,47.6647,-122.28399999999999,1160.0
477000.0,4.0,3.0,1720.0,2.0,0.0,0.0,3.0,8.0,1720.0,0.0,0.0,47.5458,-122.26799999999999,2130.0
445838.0,3.0,2.0,2250.0,2.0,0.0,0.0,3.0,8.0,2250.0,0.0,0.0,47.5133,-122.37899999999999,1320.0
686000.0,4.0,2.0,2760.0,2.0,0.0,0.0,3.0,10.0,2760.0,0.0,0.0,47.5836,-122.02600000000001,3070.0
328000.0,3.0,2.0,2020.0,2.0,0.0,0.0,3.0,7.0,2020.0,0.0,0.0,47.3828,-122.023,2020.0
390000.0,3.0,2.0,1250.0,1.0,0.0,0.0,5.0,7.0,1250.0,0.0,0.0,47.5123,-122.37299999999999,1280.0
479950.0,2.0,2.0,1510.0,1.0,0.0,0.0,3.0,8.0,1510.0,0.0,0.0,47.7076,-122.01299999999999,1640.0
264950.0,4.0,2.0,1720.0,1.0,0.0,0.0,4.0,7.0,1120.0,600.0,0.0,47.2922,-122.37100000000001,1510.0
516500.0,3.0,2.0,1480.0,2.0,0.0,0.0,3.0,7.0,1480.0,0.0,0.0,47.6794,-122.03399999999999,2250.0
475000.0,3.0,2.0,2480.0,2.0,0.0,0.0,5.0,7.0,1620.0,860.0,0.0,47.5575,-122.303,2090.0
410000.0,4.0,1.0,1970.0,2.0,0.0,0.0,3.0,7.0,1670.0,300.0,2005.0,47.6136,-122.303,1510.0
225000.0,3.0,2.0,1430.0,1.0,0.0,0.0,4.0,7.0,1430.0,0.0,0.0,47.3173,-122.319,1190.0
210000.0,2.0,1.0,830.0,1.0,0.0,0.0,3.0,6.0,830.0,0.0,0.0,47.5308,-122.376,830.0
455000.0,2.0,1.0,1430.0,2.0,0.0,0.0,2.0,7.0,1430.0,0.0,0.0,47.6727,-122.29899999999999,1450.0
225000.0,3.0,1.0,1300.0,1.0,0.0,0.0,4.0,6.0,1300.0,0.0,0.0,47.3221,-122.21600000000001,1260.0
480000.0,2.0,1.0,1030.0,1.0,0.0,2.0,4.0,7.0,790.0,240.0,0.0,47.6779,-122.353,1390.0
181000.0,2.0,2.0,720.0,1.0,0.0,0.0,3.0,6.0,720.0,0.0,0.0,47.5218,-122.35700000000001,1150.0
250000.0,4.0,2.0,2010.0,1.0,0.0,0.0,4.0,7.0,2010.0,0.0,0.0,47.2785,-122.213,2010.0
481000.0,3.0,2.0,1560.0,1.0,0.0,0.0,4.0,6.0,770.0,790.0,0.0,47.6846,-122.345,1390.0
260000.0,3.0,2.0,1810.0,1.0,0.0,0.0,4.0,7.0,1240.0,570.0,0.0,47.3656,-122.27799999999999,1750.0
455000.0,4.0,2.0,3360.0,2.0,0.0,0.0,3.0,9.0,3360.0,0.0,0.0,47.4369,-122.111,3060.0
349500.0,3.0,1.0,1400.0,1.0,0.0,0.0,3.0,7.0,800.0,600.0,0.0,47.5405,-122.27,1620.0
245000.0,3.0,2.0,1730.0,2.0,0.0,0.0,3.0,7.0,1730.0,0.0,0.0,47.3507,-122.178,1630.0
592500.0,2.0,2.0,1420.0,2.0,0.0,2.0,5.0,7.0,1420.0,0.0,0.0,47.6979,-122.32,1420.0
693000.0,4.0,2.0,2460.0,2.0,0.0,0.0,3.0,8.0,2460.0,0.0,0.0,47.7048,-122.109,2990.0
780000.0,3.0,1.0,1660.0,2.0,0.0,0.0,3.0,8.0,1460.0,200.0,0.0,47.6362,-122.302,1660.0
237000.0,3.0,2.0,1270.0,1.0,0.0,0.0,4.0,7.0,1270.0,0.0,0.0,47.4207,-122.29,1600.0
425000.0,2.0,1.0,770.0,1.0,0.0,0.0,3.0,5.0,770.0,0.0,0.0,47.5964,-122.29899999999999,1330.0
290000.0,4.0,2.0,1700.0,2.0,0.0,0.0,4.0,7.0,1700.0,0.0,0.0,47.4045,-122.171,1950.0
285000.0,3.0,1.0,1120.0,1.0,0.0,0.0,3.0,7.0,1120.0,0.0,0.0,47.5544,-122.35799999999999,1130.0
415000.0,2.0,1.0,1070.0,1.0,0.0,0.0,3.0,7.0,1070.0,0.0,0.0,47.6802,-122.29,1320.0
272500.0,3.0,2.0,2070.0,1.0,0.0,0.0,3.0,8.0,1420.0,650.0,0.0,47.2988,-122.37100000000001,2070.0
436000.0,2.0,1.0,1040.0,1.0,0.0,0.0,4.0,7.0,1040.0,0.0,0.0,47.7107,-122.352,1440.0
210000.0,3.0,1.0,1700.0,1.0,0.0,0.0,4.0,7.0,1700.0,0.0,0.0,47.3271,-122.323,1350.0
236000.0,3.0,1.0,1300.0,1.0,0.0,0.0,3.0,7.0,1300.0,0.0,0.0,47.5053,-122.255,1320.0
331000.0,3.0,2.0,1080.0,1.0,0.0,0.0,3.0,7.0,580.0,500.0,2003.0,47.6601,-122.4,1440.0
365000.0,3.0,2.0,2653.0,2.0,0.0,0.0,3.0,8.0,2653.0,0.0,0.0,47.4145,-122.166,2653.0
170000.0,2.0,1.0,860.0,1.0,0.0,0.0,3.0,6.0,860.0,0.0,0.0,47.5048,-122.272,1650.0
780000.0,4.0,2.0,3500.0,2.0,0.0,0.0,3.0,9.0,3500.0,0.0,0.0,47.6811,-122.025,3920.0
370000.0,4.0,2.0,2720.0,2.0,0.0,0.0,3.0,9.0,2720.0,0.0,0.0,47.3846,-122.169,2410.0
467000.0,5.0,2.0,2500.0,1.0,0.0,0.0,3.0,7.0,1850.0,650.0,0.0,47.7564,-122.14399999999999,2300.0
405000.0,3.0,2.0,1670.0,1.0,0.0,0.0,3.0,7.0,1140.0,530.0,0.0,47.7198,-122.193,1670.0
360000.0,4.0,2.0,2160.0,2.0,0.0,0.0,3.0,9.0,2160.0,0.0,0.0,47.3341,-122.255,2280.0
550000.0,3.0,2.0,1970.0,2.0,0.0,3.0,5.0,8.0,1270.0,700.0,0.0,47.5717,-122.375,2390.0
265000.0,3.0,2.0,1320.0,1.0,0.0,0.0,3.0,7.0,1320.0,0.0,0.0,47.3536,-122.14399999999999,1740.0
446500.0,3.0,2.0,2650.0,2.0,0.0,0.0,3.0,8.0,2650.0,0.0,0.0,47.5084,-122.154,2400.0
404000.0,3.0,2.0,2030.0,1.0,0.0,0.0,3.0,7.0,1330.0,700.0,0.0,47.5586,-122.311,2140.0
267500.0,3.0,2.0,1590.0,1.0,0.0,2.0,3.0,7.0,1090.0,500.0,0.0,47.4427,-122.274,1630.0
335000.0,3.0,2.0,2440.0,2.0,0.0,0.0,3.0,8.0,2440.0,0.0,0.0,47.3494,-122.301,2510.0
576000.0,3.0,2.0,1940.0,1.0,0.0,0.0,4.0,7.0,970.0,970.0,0.0,47.6933,-122.39299999999999,2190.0
208633.0,3.0,2.0,2040.0,2.0,0.0,0.0,3.0,8.0,2040.0,0.0,0.0,47.3537,-122.0,2370.0
725000.0,3.0,2.0,1920.0,1.0,0.0,0.0,4.0,8.0,960.0,960.0,0.0,47.6239,-122.29799999999999,1740.0
550000.0,4.0,3.0,1800.0,1.0,0.0,0.0,4.0,8.0,1400.0,400.0,0.0,47.7776,-122.384,1800.0
610750.0,4.0,2.0,2180.0,2.0,0.0,0.0,3.0,8.0,2180.0,0.0,0.0,47.6459,-122.05799999999999,2250.0
550700.0,2.0,1.0,1010.0,2.0,0.0,0.0,4.0,6.0,1010.0,0.0,0.0,47.6692,-122.29700000000001,1460.0
665000.0,4.0,3.0,3320.0,2.0,0.0,0.0,5.0,8.0,2220.0,0.0,0.0,47.5376,-122.18,2720.0
834000.0,4.0,2.0,2370.0,2.0,0.0,2.0,5.0,8.0,1980.0,390.0,0.0,47.601000000000006,-122.294,2440.0
305000.0,4.0,2.0,1950.0,1.0,0.0,0.0,3.0,8.0,1350.0,600.0,0.0,47.4441,-122.125,2150.0
487000.0,3.0,2.0,2590.0,1.0,0.0,0.0,5.0,8.0,1720.0,870.0,0.0,47.7357,-122.333,1570.0
